id;x;y;z;type;burnt;;;;;;;;;;
Å-10-3 X97;1,31;-0,98;-0,12;Prismatic core;;;;;;;;;;;
Å-10-3 X98;1,3;-0,61;-0,11;e;;;;;;;;;;;
Å-10-3 X99;1,26;-0,9;-0,12;Chunk;;;;;;;;;;;
Å-10-4 X1;1,72;-0,07;-0,15;f;Y;;;;;;;;;;
Å-10-4 X10;1,65;-0,82;-0,14;f;;;;;;;;;;;
Å-10-4 X100;1,28;-0,6;-0,14;ee;;;;;;;;;;;
Å-10-4 X101;1,3;-0,09;-0,14;Core on flake;;;;;;;;;;;
Å-10-4 X102;1,44;-0,38;-0,12;Decortication flakelet;;;;;;;;;;;
Å-10-4 X103;1,21;-0,91;-0,12;f ll prox;;;;;;;;;;;
Å-10-4 X104;1,15;-0,89;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X105;1,24;-0,87;-0,13;eee;;;;;;;;;;;
Å-10-4 X106;1,19;-0,89;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X108;1,24;-0,08;-0,14;ee;;;;;;;;;;;
Å-10-4 X109;1,2;-0,08;-0,14;f cortex;;;;;;;;;;;
Å-10-4 X11;1,62;-0,9;-0,14;f;Y;;;;;;;;;;
Å-10-4 X110;1,18;-0,09;-0,14;Crested blade dext;;;;;;;;;;;
Å-10-4 X111;1,12;-0,03;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X112;1,12;-0,03;-0,13;f;Y;;;;;;;;;;
Å-10-4 X113;1,5;-0,85;-0,14;f;;;;;;;;;;;
Å-10-4 X114;1,44;-0,86;-0,13;f Crested blade dext;;;;;;;;;;;
Å-10-4 X115;1,41;-0,82;-0,13;f;;;;;;;;;;;
Å-10-4 X116;1,47;-0,81;-0,13;f;;;;;;;;;;;
Å-10-4 X117;1,36;-0,82;-0,13;f;Y;;;;;;;;;;
Å-10-4 X118;1,04;-0,96;-0,11;ee;;;;;;;;;;;
Å-10-4 X119;1,01;-0,85;-0,11;f prox Gm lunate;;;;;;;;;;;
Å-10-4 X12;1,85;-0,65;-0,14;f;;;;;;;;;;;
Å-10-4 X120;1,04;-0,83;-0,11;G1 long end scraper;;;;;;;;;;;
Å-10-4 X121;1,05;-0,8;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X122;1,1;-0,82;-0,12;f Crested flake ;;;;;;;;;;;
Å-10-4 X123;1,14;-0,83;-0,12;Chunk;;;;;;;;;;;
Å-10-4 X124;1,29;-0,84;-0,12;Chunk;;;;;;;;;;;
Å-10-4 X125;1,02;-0,8;0,12;Shatter;;;;;;;;;;;
Å-10-4 X126;1,07;-0,84;-0,12;Chunk;;;;;;;;;;;
Å-10-4 X127;1,23;-0,8;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X128;1,24;-0,86;-0,13;Shatter;Y;;;;;;;;;;
Å-10-4 X129;1,35;-0,78;-0,13;f dist Crested blade dext;;;;;;;;;;;
Å-10-4 X13;1,9;-0,73;-0,14;Shatter;Y;;;;;;;;;;
Å-10-4 X130;1,44;-0,74;-0,13;f ;;;;;;;;;;;
Å-10-4 X131;1,44;-0,29;-0,13;f;;;;;;;;;;;
Å-10-4 X132;1,39;-0,17;-0,14;f;;;;;;;;;;;
Å-10-4 X133;1,35;-0,17;-0,14;f;Y;;;;;;;;;;
Å-10-4 X134;1,33;-0,21;-0,14;f;;;;;;;;;;;
Å-10-4 X135;1,15;-0,09;-0,13;ee;;;;;;;;;;;
Å-10-4 X136;1,11;-0,01;-0,13;eee;;;;;;;;;;;
Å-10-4 X137;1,16;-0,75;-0,12;f;Y;;;;;;;;;;
Å-10-4 X138;1,4;-0,7;-0,12;f;Y;;;;;;;;;;
Å-10-4 X139;1,4;-0,51;-0,13;f ll prox;;;;;;;;;;;
Å-10-4 X14;1,78;-0,92;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X140;1,39;-0,41;-0,13;ee;;;;;;;;;;;
Å-10-4 X141;1,37;-0,39;-0,13;ll;;;;;;;;;;;
Å-10-4 X142;1,34;-0,44;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X143;1,33;-0,48;-0,13;ll;;;;;;;;;;;
Å-10-4 X144;1,38;-0,5;-0,13;ee;;;;;;;;;;;
Å-10-4 X145;1,37;-0,54;-0,13;f;;;;;;;;;;;
Å-10-4 X146;1,48;-0,56;-0,14;Pebble flake;;;;;;;;;;;
Å-10-4 X147;1,31;-0,26;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X148;1,25;-0,38;-0,13;f;;;;;;;;;;;
Å-10-4 X149;1,35;-0,48;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X150;1,37;-0,55;-0,13;f;;;;;;;;;;;
Å-10-4 X151;1,21;-0,61;-0,12;f;;;;;;;;;;;
Å-10-4 X152;1,25;-0,68;-0,12;f ll mes;;;;;;;;;;;
Å-10-4 X153;1,31;-0,68;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X154;1,23;-0,63;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X156;1,17;-0,63;-0,12;f;;;;;;;;;;;
Å-10-4 X157;1,14;-0,62;-0,12;Bladelet core;;;;;;;;;;;
Å-10-4 X158;1,12;-0,55;-0,12;ll;;;;;;;;;;;
Å-10-4 X16;1,83;-0,84;-0,13;f;;;;;;;;;;;
Å-10-4 X160;1,09;-0,58;-0,12;Core fragment;;;;;;;;;;;
Å-10-4 X161;1,11;-0,58;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X162;1,06;-0,63;-0,12;f;;;;;;;;;;;
Å-10-4 X163;1,08;-0,61;-0,12;f;;;;;;;;;;;
Å-10-4 X165;1,14;-0,02;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X166;1,01;-0,07;-0,13;f;;;;;;;;;;;
Å-10-4 X167;1,13;-0,13;-0,13;f;;;;;;;;;;;
Å-10-4 X168;1,11;-0,07;-0,13;f (3 pieces);;;;;;;;;;;
Å-10-4 X169;1,12;-0,03;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X17;1,87;-0,85;-0,13;ee;;;;;;;;;;;
Å-10-4 X170;1,19;-0,26;-0,13;f;Y;;;;;;;;;;
Å-10-4 X171;1,01;-0,11;-0,13;ee;;;;;;;;;;;
Å-10-4 X172;1,2;-0,28;-0,13;f;;;;;;;;;;;
Å-10-4 X173;1,21;-0,31;-0,13;f prox Crested blade dext;;;;;;;;;;;
Å-10-4 X174;1,1;-0,13;-0,13;f;Y;;;;;;;;;;
Å-10-4 X175;1,12;-0,02;-0,12;f ll prox;;;;;;;;;;;
Å-10-4 X176;1,22;-0,44;-0,12;f;Y;;;;;;;;;;
Å-10-4 X177;1,22;-0,59;-0,12;f;;;;;;;;;;;
Å-10-4 X178;1,22;-0,5;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X179;1,16;-0,47;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X18;1,94;-0,79;-0,13;f;Y;;;;;;;;;;
Å-10-4 X180;1,01;-0,41;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X181;1,03;-0,43;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X182;1,04;-0,52;-0,12;f;Y;;;;;;;;;;
Å-10-4 X183;1,1;-0,5;-0,12;f ll dist;;;;;;;;;;;
Å-10-4 X184;1,12;-0,52;-0,12;ee;;;;;;;;;;;
Å-10-4 X185;1,16;-0,52;-0,12;Chunk;Y;;;;;;;;;;
Å-10-4 X186;1,16;-0,57;-0,12;f;;;;;;;;;;;
Å-10-4 X187;1,05;-0,06;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X188;1,04;-0,2;-0,12;f;;;;;;;;;;;
Å-10-4 X189;1,11;-0,2;-0,12;eee;;;;;;;;;;;
Å-10-4 X19;1,99;-0,87;-0,13;f;Y;;;;;;;;;;
Å-10-4 X190;1,07;-0,21;-0,12;f;;;;;;;;;;;
Å-10-4 X191;1,06;-0,03;-0,12;f;;;;;;;;;;;
Å-10-4 X192;1,04;-0,25;-0,12;ee;;;;;;;;;;;
Å-10-4 X193;1,06;-0,35;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X194;1,14;-0,1;-0,13;f;Y;;;;;;;;;;
Å-10-4 X195;1,59;-0,18;-0,14;f;Y;;;;;;;;;;
Å-10-4 X2;1,76;-0,11;-0,14;Shatter;;;;;;;;;;;
Å-10-4 X20;1,94;-0,91;-0,13;f;;;;;;;;;;;
Å-10-4 X21;1,97;-0,94;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X22;1,98;-0,87;-0,13;f;;;;;;;;;;;
Å-10-4 X23;1,9;-0,96;-0,13;f;Y;;;;;;;;;;
Å-10-4 X24;1,9;-0,9;-0,13;f;Y;;;;;;;;;;
Å-10-4 X25;1,83;-0,85;-0,14;f;Y;;;;;;;;;;
Å-10-4 X26;1,8;-0,87;-0,14;f;;;;;;;;;;;
Å-10-4 X27;1,17;-0,65;-0,14;ee;;;;;;;;;;;
Å-10-4 X28;1,15;-0,83;-0,15;f;Y;;;;;;;;;;
Å-10-4 X29;1,14;-0,78;-0,15;f;Y;;;;;;;;;;
Å-10-4 X3;1,8;-0,08;-0,14;f;Y;;;;;;;;;;
Å-10-4 X30;1,94;-0,15;-0,15;f;;;;;;;;;;;
Å-10-4 X31;1,94;-0,15;-0,15;Shatter;;;;;;;;;;;
Å-10-4 X32;1,73;-0,14;-0,14;f;Y;;;;;;;;;;
Å-10-4 X34;1,98;-0,77;-0,15;f;;;;;;;;;;;
Å-10-4 X35;1,61;-0,79;-0,13;f;;;;;;;;;;;
Å-10-4 X36;1,57;-0,78;-0,13;f;;;;;;;;;;;
Å-10-4 X37;1,69;-0,14;-0,14;eee;;;;;;;;;;;
Å-10-4 X38;1,55;-0,15;-0,14;f;Y;;;;;;;;;;
Å-10-4 X39;1,65;-0,7;-0,13;f;Y;;;;;;;;;;
Å-10-4 X4;1,85;-0,03;-0,12;ee;;;;;;;;;;;
Å-10-4 X40;1,75;-0,72;-0,13;f;Y;;;;;;;;;;
Å-10-4 X41;1,94;-0,69;-0,15;f;;;;;;;;;;;
Å-10-4 X42;1,99;-0,69;-0,15;ee;;;;;;;;;;;
Å-10-4 X43;1,98;-0,69;-0,15;f;;;;;;;;;;;
Å-10-4 X44;1,96;-0,18;-0,15;eee;;;;;;;;;;;
Å-10-4 X45;1,95;-0,17;-0,15;Gm lunate manufacturing;;;;;;;;;;;
Å-10-4 X47;1,92;-0,18;-0,15;f prox Crested blade dext;;;;;;;;;;;
Å-10-4 X48;1,55;-0,63;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X49;1,58;-0,58;-0,13;Core on pebble;Y;;;;;;;;;;
Å-10-4 X5;1,89;-0,05;-0,12;f;;;;;;;;;;;
Å-10-4 X50;1,7;-0,6;-0,14;ee;;;;;;;;;;;
Å-10-4 X51;1,95;-0,21;-0,15;ee;;;;;;;;;;;
Å-10-4 X52;1,92;-0,24;-0,15;Shatter;;;;;;;;;;;
Å-10-4 X53;1,89;-0,24;-0,15;ee;;;;;;;;;;;
Å-10-4 X54;1,79;-0,22;-0,14;f;Y;;;;;;;;;;
Å-10-4 X55;1,73;-0,2;-0,14;f;;;;;;;;;;;
Å-10-4 X56;1,53;-0,15;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X57;1,54;-0,08;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X58;1,48;-0,1;-0,14;f;Y;;;;;;;;;;
Å-10-4 X59;1,69;-0,55;-0,12;Shatter;;;;;;;;;;;
Å-10-4 X6;1,93;-0,04;-0,15;Chunk;Y;;;;;;;;;;
Å-10-4 X61;1,57;-0,48;-0,15;f;Y;;;;;;;;;;
Å-10-4 X62;1,57;-0,48;-0,13;f;;;;;;;;;;;
Å-10-4 X63;1,53;-0,55;-0,13;ee;;;;;;;;;;;
Å-10-4 X64;1,56;-0,63;-0,14;f;Y;;;;;;;;;;
Å-10-4 X65;1,82;-0,54;-0,15;f;;;;;;;;;;;
Å-10-4 X66;1,93;-0,41;-0,16;Shatter;;;;;;;;;;;
Å-10-4 X67;1,99;-0,3;-0,16;eee;;;;;;;;;;;
Å-10-4 X68;1,89;-0,37;-0,16;Shatter;;;;;;;;;;;
Å-10-4 X69;1,91;-0,4;-0,16;Shatter;;;;;;;;;;;
Å-10-4 X7;1,98;-0,08;-0,15;f;;;;;;;;;;;
Å-10-4 X70;1,87;-0,49;-0,16;eell;;;;;;;;;;;
Å-10-4 X71;1,74;-0,54;-0,15;Crested blade sen;;;;;;;;;;;
Å-10-4 X72;1,75;-0,45;-0,15;f;Y;;;;;;;;;;
Å-10-4 X73;1,85;-0,4;-0,15;f;;;;;;;;;;;
Å-10-4 X74;1,83;-0,32;-0,13;f;;;;;;;;;;;
Å-10-4 X76;1,56;-0,22;-0,13;Crested blade dext;;;;;;;;;;;
Å-10-4 X77;1,56;-0,29;-0,13;f ll mes;;;;;;;;;;;
Å-10-4 X78;1,62;-0,26;-0,14;f prox Crested blade dext;;;;;;;;;;;
Å-10-4 X79;1,61;-0,3;-0,12;Chunk;;;;;;;;;;;
Å-10-4 X8;1,91;-0,14;-0,15;Gm lunate;Y;;;;;;;;;;
Å-10-4 X80;1,62;-0,33;-0,12;Chunk ;;;;;;;;;;;
Å-10-4 X81;1,59;-0,36;-0,12;ee;;;;;;;;;;;
Å-10-4 X82;1,7;-0,5;-0,14;f;Y;;;;;;;;;;
Å-10-4 X83;1,78;-0,43;-0,15;f;Y;;;;;;;;;;
Å-10-4 X84;1,71;-0,34;-0,14;Gm lunate;Y;;;;;;;;;;
Å-10-4 X85;1,91;-0,33;-0,15;Shatter;;;;;;;;;;;
Å-10-4 X86;1,92;-0,3;-0,15;f ll mes;;;;;;;;;;;
Å-10-4 X87;1,48;-0,3;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X88;1,48;-0,26;-0,13;Shatter;;;;;;;;;;;
Å-10-4 X89;1,44;-0,22;-0,13;Prismatic core;;;;;;;;;;;
Å-10-4 X9;1,87;-0,12;-0,16;ee;;;;;;;;;;;
Å-10-4 X90;1,41;-0,14;-0,13;ee;;;;;;;;;;;
Å-10-4 X91;1,46;-0,92;-0,13;f;Y;;;;;;;;;;
Å-10-4 X92;1,42;-0,97;-0,13;eell;;;;;;;;;;;
Å-10-4 X93;1,41;-0,93;-0,13;f ll prox;;;;;;;;;;;
Å-10-4 X94;1,38;-0,96;-0,13;f prox Crested blade dext;;;;;;;;;;;
Å-10-4 X95;1,39;-0,92;-0,13;f;;;;;;;;;;;
Å-10-4 X96;1,36;-0,97;-0,13;f;;;;;;;;;;;
Å-10-4 X97;1,36;-0,92;-0,13;f;;;;;;;;;;;
Å-10-4 X98;1,31;-0,96;-0,13;ee;;;;;;;;;;;
Å-10-4 X99;1,42;-0,4;-0,14;ee;;;;;;;;;;;
