id;x;y;z;type;burnt;;;;;;;;;;
E-9-6 X47;1,67;0,75;-0,25;f;Y;;;;;;;;;;
E-9-6 X48;1,72;0,74;-0,25;Pebble flake;;;;;;;;;;;
E-9-6 X49;1,17;0,48;-0,23;PD2 dist l;;;;;;;;;;;
E-9-6 X5;1,78;0,36;-0,21;f Pebble ;Y;;;;;;;;;;
E-9-6 X50;1,19;0,5;-0,23;l ;;;;;;;;;;;
E-9-6 X51;1,13;0,53;-0,23;Prismatic Core ee;;;;;;;;;;;
E-9-6 X52;1,1;0,56;-0,23;Raw Material fragment;Y;;;;;;;;;;
E-9-6 X53;1,31;0,54;-0,22;ll ;;;;;;;;;;;
E-9-6 X53.1;1,31;0,54;-0,22;ee;;;;;;;;;;;
E-9-6 X53.2;1,31;0,54;-0,22;ee;;;;;;;;;;;
E-9-6 X54;1,1;0,7;-0,23;ll ;;;;;;;;;;;
E-9-6 X54.1;1,1;0,7;-0,23;ee;;;;;;;;;;;
E-9-6 X55;1,06;0,72;-0,23;f;Y;;;;;;;;;;
E-9-6 X56;1,17;0,68;-0,23;f Crested Plunging Blade;;;;;;;;;;;
E-9-6 X57;1,23;0,7;-0,23;Subconical Core ll;;;;;;;;;;;
E-9-6 X58;1,3;0,7;-0,23;f Raw Material;;;;;;;;;;;
E-9-6 X59;1,33;0,69;-0,23;ll ;;;;;;;;;;;
E-9-6 X6;1,73;0,4;-0,21;ll ;;;;;;;;;;;
E-9-6 X60;1,34;0,76;-0,23;f;Y;;;;;;;;;;
E-9-6 X61;1,05;0,81;-0,22;f;;;;;;;;;;;
E-9-6 X62;1,07;0,81;-0,22;f;Y;;;;;;;;;;
E-9-6 X63;1,2;0,82;-0,23;ee;;;;;;;;;;;
E-9-6 X64;1,33;0,88;-0,24;Gm Lunate;Y;;;;;;;;;;
E-9-6 X65;1,37;0,79;-0,24;ee;;;;;;;;;;;
E-9-6 X66;1,3;0,84;-0,24;f;;;;;;;;;;;
E-9-6 X67;1,36;0,9;-0,23;Raw Material Piece;;;;;;;;;;;
E-9-6 X68;1,05;0,93;-0,22;f dist ll;;;;;;;;;;;
E-9-6 X68.1;1,05;0,93;-0,22;ee;;;;;;;;;;;
E-9-6 X69;1,1;0,93;-0,22;ee;Y;;;;;;;;;;
E-9-6 X7;1,83;0,41;-0,22;f dist e l;;;;;;;;;;;
E-9-6 X70;1,16;0,92;-0,22;ee;;;;;;;;;;;
E-9-6 X71;1,28;0,91;-0,22;ll ;;;;;;;;;;;
E-9-6 X72;1,34;0,99;-0,21;Core Rejuvenation Flake;;;;;;;;;;;
E-9-6 X73;1,34;0,79;-0,24;f dist ll;;;;;;;;;;;
E-9-6 X8;1,87;0,43;-0,23;f Raw Material Piece;;;;;;;;;;;
E-9-6 X9;1,81;0,44;-0,24;f Raw Material Piece;;;;;;;;;;;
E-9-7 AREA X1;1,08;0,39;-0,2;Prismatic Core;;;;;;;;;;;
E-9-7 AREA X2;1,09;0,29;-0,21;f ;;;;;;;;;;;
E-9-7 AREA X3;1,17;0,23;-0,2;f l dist;;;;;;;;;;;
E-9-7 AREA X4;1,23;0,22;-0,2;Crested blade sen part l;;;;;;;;;;;
E-9-7 AREA X5;1,24;0,17;-0,2;e;;;;;;;;;;;
E-9-7 AREA X6;1,22;0,11;-0,2;ll;;;;;;;;;;;
E-9-7 AREA X7;1,31;0,17;-0,22;e;;;;;;;;;;;
E-9-7 X1;1,72;0,21;-0,28;ee;;;;;;;;;;;
E-9-7 X10;1,41;0,64;-0,29;G1;;;;;;;;;;;
E-9-7 X10.1;1,41;0,64;-0,29;Prismatic Core ll;;;;;;;;;;;
E-9-7 X10.2;1,41;0,64;-0,29;Pebble flake;;;;;;;;;;;
E-9-7 X11;1,3;0,74;-0,29;ll;;;;;;;;;;;
E-9-7 X11.1;1,3;0,74;-0,29;ee;;;;;;;;;;;
E-9-7 X12;1,36;0,74;-0,29;ee;;;;;;;;;;;
E-9-7 X12.1;1,36;0,74;-0,29;f e;;;;;;;;;;;
E-9-7 X13;1,2;0,8;-0,29;f ee;;;;;;;;;;;
E-9-7 X13.1;1,2;0,8;-0,29;ll;;;;;;;;;;;
E-9-7 X13.2;1,2;0,8;-0,29;ee;;;;;;;;;;;
E-9-7 X14;1,22;0,85;-0,29;Pre-Core Crested;;;;;;;;;;;
E-9-7 X15;1,2;0,94;-0,28;G1 Carenated;;;;;;;;;;;
E-9-7 X15.1;1,2;0,94;-0,28;Subpyramidal Core;;;;;;;;;;;
E-9-7 X16;1,29;0,86;-0,28;Subpyramidal Core;;;;;;;;;;;
E-9-7 X17;1,32;0,89;-0,28;2 Raw Material Pieces;;;;;;;;;;;
E-9-7 X17.1;1,32;0,89;-0,28;ll Bipolar;;;;;;;;;;;
E-9-7 X18;1,36;0,83;-0,28;f ee;;;;;;;;;;;
E-9-7 X19;1,31;0,77;-0,29;f l prox;;;;;;;;;;;
E-9-7 X19.1;1,31;0,77;-0,29;l;;;;;;;;;;;
E-9-7 X19.2;1,31;0,77;-0,29;l;;;;;;;;;;;
E-9-7 X2;1,47;0,39;-0,26;ll;;;;;;;;;;;
E-9-7 X20;1,22;0,88;-0,28;Gm Lunate;;;;;;;;;;;
E-9-7 X3;1,75;0,43;-0,28;E;;;;;;;;;;;
E-9-7 X4;1,79;0,49;-0,28;f;;;;;;;;;;;
E-9-7 X4.1;1,79;0,49;-0,28;ll;;;;;;;;;;;
E-9-7 X5;1,84;0,45;-0,28;e;;;;;;;;;;;
E-9-7 X6;1,82;0,53;-0,28;f;Y;;;;;;;;;;
E-9-7 X6.1;1,82;0,53;-0,28;e;;;;;;;;;;;
E-9-7 X7;1,23;0,73;-0,3;Subcylindric Core;;;;;;;;;;;
E-9-7 X7.1;1,23;0,73;-0,3;Raw Material Piece;;;;;;;;;;;
E-9-7 X8;1,3;0,67;-0,3;l ;Y;;;;;;;;;;
E-9-7 X8.1;1,3;0,67;-0,3;ll;;;;;;;;;;;
E-9-7 X8.2;1,3;0,67;-0,3;ee;;;;;;;;;;;
E-9-7 X9;1,34;0,64;-0,29;ee;;;;;;;;;;;
E-9-8 AREA X1;1,2;0,26;-0,34;Plunging blade ll;;;;;;;;;;;
E-9-8 AREA X2;1,19;0,23;-0,34;l;;;;;;;;;;;
E-9-8 AREA X3;1,19;0,18;-0,32;G3?;;;;;;;;;;;
E-9-8 AREA X3.1;1,19;0,18;-0,32;f ;;;;;;;;;;;
E-9-8 AREA X4;1,32;0,15;-0,35;f ;Y;;;;;;;;;;
E-9-8 AREA X4.1;1,32;0,15;-0,35;f ll prox;Y;;;;;;;;;;
E-9-8 AREA X5;1,33;0,2;-0,35;e;;;;;;;;;;;
F-10-1 X1;2,69;-0,13;0,17;Chunk;;;;;;;;;;;
F-10-1 X10;2,69;-0,47;0,17;Plunging bladelet;Y;;;;;;;;;;
F-10-1 X11;2,69;-0,47;0,17;Chunk;;;;;;;;;;;
F-10-1 X12;2,67;-0,57;0,17;Chunk;;;;;;;;;;;
F-10-1 X13;2,86;-0,67;0,18;l;;;;;;;;;;;
F-10-1 X14;2,06;-0,05;0,15;Core;;;;;;;;;;;
F-10-1 X15;2,14;-0,23;0,17;Chunk;Y;;;;;;;;;;
F-10-1 X16;2,17;-0,19;0,16;Subpyramidal Core ;;;;;;;;;;;
F-10-1 X17;2,13;-0,25;0,15;Crested bladelet sen;;;;;;;;;;;
F-10-1 X18;2,07;-0,23;0,15;Chunk;Y;;;;;;;;;;
F-10-1 X19;2,05;-0,27;0,15;ll;Y;;;;;;;;;;
F-10-1 X2;2,66;-0,1;0,17;Prismatic core on pebble;;;;;;;;;;;
F-10-1 X20;2,11;-0,3;0,15;Crested bladelet dext;;;;;;;;;;;
F-10-1 X21;2,85;-0,53;0,18;Chunk;;;;;;;;;;;
F-10-1 X22;2,85;-0,53;0,18;Chunk;Y;;;;;;;;;;
F-10-1 X23;2,82;-0,84;0,17;ll;;;;;;;;;;;
F-10-1 X24;2,72;-0,76;0,17;Chunk;;;;;;;;;;;
F-10-1 X25;2,66;-0,7;0,17;f;Y;;;;;;;;;;
F-10-1 X26;2,45;-0,6;0,17;Chunk;;;;;;;;;;;
F-10-1 X27;2,39;-0,49;0,16;f;;;;;;;;;;;
F-10-1 X28;2,39;-0,49;0,16;f;;;;;;;;;;;
F-10-1 X29;2,29;-0,35;0,16;Crested bladelet dext;;;;;;;;;;;
F-10-1 X3;2,54;-0,08;0,17;f;Y;;;;;;;;;;
F-10-1 X30;2,23;-0,41;0,16;e;;;;;;;;;;;
F-10-1 X31;2,5;-0,54;0,17;Chunk;;;;;;;;;;;
F-10-1 X32;2,39;-0,7;0,16;e;;;;;;;;;;;
F-10-1 X33;2,35;-0,76;0,15;Gm lunate;;;;;;;;;;;
F-10-1 X34;2,39;-0,83;0,16;Chunk;Y;;;;;;;;;;
F-10-1 X35;2,26;-0,76;0,17;l;;;;;;;;;;;
F-10-1 X36;2,16;-0,63;0,16;ee;;;;;;;;;;;
F-10-1 X37;2,09;-0,6;0,17;f dist Crested bladelet dext;;;;;;;;;;;
F-10-1 X38;2,04;-0,62;0,17;Crested bladelet sen;;;;;;;;;;;
F-10-1 X39;2,04;-0,75;0,17;Prismatic core;;;;;;;;;;;
F-10-1 X4;2,84;-0,29;0,17;f dist Crested blade dext;;;;;;;;;;;
F-10-1 X40;2,08;-0,75;0,17;Gm lunate;;;;;;;;;;;
F-10-1 X41;2,87;-0,94;0,18;Prismatic core on pebble;;;;;;;;;;;
F-10-1 X42;2,83;-0,92;0,17;B on retouch;;;;;;;;;;;
F-10-1 X43;2,74;-0,94;0,17;el;;;;;;;;;;;
F-10-1 X44;2,51;-0,93;0,16;Core;;;;;;;;;;;
F-10-1 X45;2,39;-0,94;0,17;Prismatic bladelet core;;;;;;;;;;;
F-10-1 X46;2,26;-0,92;0,17;;;;;;;;;;;;
F-10-1 X47;2,12;-0,93;0,19;;;;;;;;;;;;
F-10-1 X48;2,52;-0,52;0,17;;;;;;;;;;;;
F-10-1 X5;2,88;-0,32;0,17;f prox Gm lunate;Y;;;;;;;;;;
F-10-1 X6;2,92;-0,37;0,17;Crested bladelet dext;;;;;;;;;;;
F-10-1 X7;2,67;-0,32;0,16;ee;Y;;;;;;;;;;
F-10-1 X8;2,67;-0,42;0,17;Chunk;Y;;;;;;;;;;
F-10-1 X9;2,65;-0,42;0,17;e;;;;;;;;;;;
F-10-2 X1;2,14;-0,45;0,14;e;;;;;;;;;;;
F-10-2 X10;2,61;-0,73;0,15;Chunk;;;;;;;;;;;
F-10-2 X100;2,75;-0,87;0,12;;;;;;;;;;;;
F-10-2 X11;2,66;-0,68;0,15;Crested bladelet dext;;;;;;;;;;;
F-10-2 X12;2,66;-0,68;0,15;Prismatic core;;;;;;;;;;;
F-10-2 X13;2,14;-0,57;0,15;f ll prox;Y;;;;;;;;;;
F-10-2 X14;2,11;-0,76;0,16;ll;;;;;;;;;;;
F-10-2 X15;2,04;-0,64;0,14;ee;;;;;;;;;;;
F-10-2 X16;2,53;-0,79;0,13;l;;;;;;;;;;;
F-10-2 X17;2,56;-0,81;0,13;l;Y;;;;;;;;;;
F-10-2 X18;2,72;-0,83;0,14;ee;;;;;;;;;;;
F-10-2 X19;2,19;-0,75;0,14;Chunk;Y;;;;;;;;;;
F-10-2 X2;2,81;-0,83;0,14;ee;;;;;;;;;;;
F-10-2 X20;2,52;-0,86;0,13;f ;;;;;;;;;;;
F-10-2 X21;2,84;-0,74;0,13;eell;;;;;;;;;;;
F-10-2 X22;2,67;-0,76;0,13;Chunk;;;;;;;;;;;
F-10-2 X23;2,74;-0,88;0,15;Chunk;;;;;;;;;;;
F-10-2 X24;2,76;-0,58;0,13;ee;;;;;;;;;;;
F-10-2 X25;2,87;-0,27;0,15;ee;;;;;;;;;;;
F-10-2 X26;2,04;-0,68;0,16;Crested bladelet part dext;;;;;;;;;;;
F-10-2 X27;2,85;-0,5;0,12;ee;;;;;;;;;;;
F-10-2 X28;2,04;-0,63;0,14;ee from Pebble;;;;;;;;;;;
F-10-2 X29;2,26;-0,43;0,14;ll;;;;;;;;;;;
F-10-2 X3;2,85;-0,87;0,14;f ll prox;;;;;;;;;;;
F-10-2 X30;2,88;-0,19;0,13;Crested blade dext;;;;;;;;;;;
F-10-2 X31;2,89;-0,26;0,13;Chunk;Y;;;;;;;;;;
F-10-2 X32;2,89;-0,26;0,13;ee;;;;;;;;;;;
F-10-2 X33;2,24;-0,47;0,12;f;Y;;;;;;;;;;
F-10-2 X34;2,8;-0,27;0,13;L;;;;;;;;;;;
F-10-2 X35;2,8;-0,27;0,13;f prox Crested bladelet dex;;;;;;;;;;;
F-10-2 X36;2,81;-0,19;0,12;l;;;;;;;;;;;
F-10-2 X37;2,31;-0,51;0,15;e;;;;;;;;;;;
F-10-2 X38;2,65;-0,06;0,16;f ll dist;;;;;;;;;;;
F-10-2 X39;2,12;-0,51;0,11;ee;;;;;;;;;;;
F-10-2 X4;2,1;-0,94;0,16;e;;;;;;;;;;;
F-10-2 X40;2,67;-0,13;0,12;ee;;;;;;;;;;;
F-10-2 X41;2,81;-0,27;0,12;e;Y;;;;;;;;;;
F-10-2 X42;2,06;-0,62;0,14;f from Pebble;;;;;;;;;;;
F-10-2 X43;2,51;-0,42;0,12;ee;;;;;;;;;;;
F-10-2 X44;2,26;-0,42;0,11;ee;;;;;;;;;;;
F-10-2 X45;2,69;-0,39;0,11;f;Y;;;;;;;;;;
F-10-2 X46;2,38;-0,05;0,14;ee from Pebble;;;;;;;;;;;
F-10-2 X47;2,51;-0,18;0,12;Core on Pebble;;;;;;;;;;;
F-10-2 X48;2,47;-0,29;0,12;Core;;;;;;;;;;;
F-10-2 X49;2,64;-0,22;0,11;Stone;Y;;;;;;;;;;
F-10-2 X5;2,76;-0,8;0,16;e;;;;;;;;;;;
F-10-2 X50;2,55;-0,68;0,12;ee;;;;;;;;;;;
F-10-2 X51;2,53;-0,62;0,11;e from Pebble;;;;;;;;;;;
F-10-2 X52;2,63;-0,43;0,11;f Crested bladele;Y;;;;;;;;;;
F-10-2 X53;2,54;-0,03;0,14;Chunk;;;;;;;;;;;
F-10-2 X54;2,28;-0,46;0,13;Core;;;;;;;;;;;
F-10-2 X55;2,31;-0,45;0,14;ee;;;;;;;;;;;
F-10-2 X56;2,29;-0,62;0,14;Core;;;;;;;;;;;
F-10-2 X57;2,6;-0,001;0,14;ee;;;;;;;;;;;
F-10-2 X58;2,7;-0,05;0,12;f;Y;;;;;;;;;;
F-10-2 X59;2,56;-0,59;0,11;Crested blade dext;;;;;;;;;;;
F-10-2 X6;2,78;-0,81;0,15;ee from Pebble;;;;;;;;;;;
F-10-2 X60;2,27;-0,36;0,13;Crested blade dext;;;;;;;;;;;
F-10-2 X61;2,79;-0,36;0,13;ee;;;;;;;;;;;
F-10-2 X62;2,59;-0,43;0,12;Chunk;;;;;;;;;;;
F-10-2 X63;2,41;-0,94;0,12;Microcore;;;;;;;;;;;
F-10-2 X64;2,35;-0,81;0,12;e;Y;;;;;;;;;;
F-10-2 X65;2,27;-0,8;0,11;ee;;;;;;;;;;;
F-10-2 X66;2,33;-0,89;0,13;f;Y;;;;;;;;;;
F-10-2 X67;2,38;-0,91;0,13;ll;;;;;;;;;;;
F-10-2 X68;2,46;-0,95;0,12;f;Y;;;;;;;;;;
F-10-2 X69;2,42;-0,97;0,12;f ll prox;Y;;;;;;;;;;
F-10-2 X7;2,66;-0,08;0,15;ee;Y;;;;;;;;;;
F-10-2 X70;2,46;-0,99;0,13;f;;;;;;;;;;;
F-10-2 X71;2,35;-0,92;0,12;Crested bladelet sen;;;;;;;;;;;
F-10-2 X72;2,19;-0,25;0,12;f;Y;;;;;;;;;;
F-10-2 X73;2,37;-0,81;0,12;Crested bladelet sen;;;;;;;;;;;
F-10-2 X74;2,32;-0,72;0,12;Stone e;;;;;;;;;;;
F-10-2 X75;2,48;-0,62;0,12;el;;;;;;;;;;;
F-10-2 X76;2,48;-0,63;0,11;Chunk;Y;;;;;;;;;;
F-10-2 X77;2,46;-0,65;0,12;ee;;;;;;;;;;;
F-10-2 X78;2,4;-0,65;0,12;Chunk;;;;;;;;;;;
F-10-2 X79;2,04;-0,2;0,12;ee;;;;;;;;;;;
F-10-2 X8;2,77;-0,65;0,14;ee;;;;;;;;;;;
F-10-2 X80;2,38;-0,66;0,11;l;;;;;;;;;;;
F-10-2 X81;2,49;-0,6;0,11;ee;;;;;;;;;;;
F-10-2 X82;2,54;-0,57;0,11;Crested bladelet dext;;;;;;;;;;;
F-10-2 X83;2,45;-0,49;0,11;Chunk;Y;;;;;;;;;;
F-10-2 X84;2,38;-0,49;0,11;Chunk;;;;;;;;;;;
F-10-2 X85;2,29;-0,9;0,16;f;Y;;;;;;;;;;
F-10-2 X86;2,96;-0,62;0,15;f ll prox;Y;;;;;;;;;;
F-10-2 X87;2,96;-0,6;0,11;f  bladelet sen;;;;;;;;;;;
F-10-2 X88;2,37;-0,34;0,11;Core tip rejuvenation blade;;;;;;;;;;;
F-10-2 X89;2,28;-0,3;0,11;e;;;;;;;;;;;
F-10-2 X9;2,8;-0,82;0,14;ee;;;;;;;;;;;
F-10-2 X90;2,53;-0,46;0,09;ee;;;;;;;;;;;
F-10-2 X91;2,93;-0,57;0,12;f;Y;;;;;;;;;;
F-10-2 X92;2,9;-0,68;0,12;f Core tip;;;;;;;;;;;
F-10-2 X93;2,86;-0,68;0,12;ll;;;;;;;;;;;
F-10-2 X94;2,71;-0,74;0,1;ee;;;;;;;;;;;
F-10-2 X95;2,61;-0,06;0,1;ee;;;;;;;;;;;
F-10-2 X96;2,39;-0,03;0,12;e from Pebble;;;;;;;;;;;
F-10-2 X97;2,33;-0,74;0,1;Chunk;Y;;;;;;;;;;
F-10-2 X98;2,6;-0,63;0,1;;;;;;;;;;;;
F-10-2 X99;2,72;-0,69;0,12;;;;;;;;;;;;
F-10-3 X1;2,62;-0,99;0,1;ll;;;;;;;;;;;
F-10-3 X10;2,38;-0,13;0,09;ee;;;;;;;;;;;
F-10-3 X11;2,84;-0,93;0,12;f ll mes;;;;;;;;;;;
F-10-3 X12;2,43;-0,29;0,09;f;;;;;;;;;;;
F-10-3 X13;2,6;-0,52;0,08;f;;;;;;;;;;;
F-10-3 X14;2,5;-0,49;0,08;ll;;;;;;;;;;;
F-10-3 X15;2,52;-0,38;0,08;Chunk;Y;;;;;;;;;;
F-10-3 X16;2,52;-0,52;0,09;ee;;;;;;;;;;;
F-10-3 X17;2,4;-0,75;0,08;e from Pebble;;;;;;;;;;;
F-10-3 X18;2,63;-0,68;0,1;Chunk;Y;;;;;;;;;;
F-10-3 X19;2,51;-0,61;0,08;ll;;;;;;;;;;;
F-10-3 X2;2,54;-0,94;0,09;Chunk;Y;;;;;;;;;;
F-10-3 X20;2,57;-0,35;0,09;ee;;;;;;;;;;;
F-10-3 X21;2,69;-0,52;0,09;f;Y;;;;;;;;;;
F-10-3 X22;2,39;-0,57;0,08;Chunk;Y;;;;;;;;;;
F-10-3 X23;2,36;-0,57;0,08;f ll prox;;;;;;;;;;;
F-10-3 X24;2,91;-0,56;0,12;e;;;;;;;;;;;
F-10-3 X25;2,83;-0,59;0,1;Chunk;Y;;;;;;;;;;
F-10-3 X26;2,84;-0,26;0,13;f;;;;;;;;;;;
F-10-3 X27;2,8;-0,32;0,11;Chunk;;;;;;;;;;;
F-10-3 X28;2,3;-0,81;0,08;f e Pebble;Y;;;;;;;;;;
F-10-3 X29;2,91;-0,7;0,11;f Prismatic core;;;;;;;;;;;
F-10-3 X3;2,24;-0,49;0,08;l;;;;;;;;;;;
F-10-3 X30;2,54;0,04;0,1;Chunk;;;;;;;;;;;
F-10-3 X31;2,47;-0,43;0,08;ee;Y;;;;;;;;;;
F-10-3 X32;2,44;-0,52;0,08;f ll;;;;;;;;;;;
F-10-3 X33;2,5;-0,37;0,09;f;;;;;;;;;;;
F-10-3 X34;2,34;-0,49;0,09;Core;;;;;;;;;;;
F-10-3 X35;2,43;-0,36;0,09;Chunk;Y;;;;;;;;;;
F-10-3 X36;2,49;-0,29;0,09;ll;;;;;;;;;;;
F-10-3 X37;2,3;-0,4;0,08;f ll prox;;;;;;;;;;;
F-10-3 X38;2,31;-0,97;0,09;Prismatic core;;;;;;;;;;;
F-10-3 X39;2,32;-0,15;0,09;f ll;;;;;;;;;;;
F-10-3 X4;2,2;-0,61;0,1;e;;;;;;;;;;;
F-10-3 X40;2,43;-0,01;0,11;ll;;;;;;;;;;;
F-10-3 X41;2,48;-0,06;0,1;l;;;;;;;;;;;
F-10-3 X42;2,82;-0,07;0,1;Chunk;;;;;;;;;;;
F-10-3 X43;2,7;-0,03;0,09;ee;;;;;;;;;;;
F-10-3 X44;2,97;-0,43;0,08;Chunk;Y;;;;;;;;;;
F-10-3 X45;2,88;-0,14;0,09;Chunk;Y;;;;;;;;;;
F-10-3 X46;2;-0,37;0,07;ee;;;;;;;;;;;
F-10-3 X47;2,01;-0,36;0,07;e from Pebble;;;;;;;;;;;
F-10-3 X48;2,31;-0,97;0,09;ee;;;;;;;;;;;
F-10-3 X49;2,03;-0,96;0,08;e;Y;;;;;;;;;;
F-10-3 X5;2,64;-0,16;0,1;Chunk;Y;;;;;;;;;;
F-10-3 X50;2,49;-0,12;0,08;Chunk;Y;;;;;;;;;;
F-10-3 X51;2,91;-0,46;0,11;ee;;;;;;;;;;;
F-10-3 X52;2,88;-0,44;0,09;;;;;;;;;;;;
F-10-3 X53;2,85;-0,45;0,09;;;;;;;;;;;;
F-10-3 X54;2,09;-0,52;0,07;;;;;;;;;;;;
F-10-3 X6;2,01;-0,43;0,1;ll;Y;;;;;;;;;;
F-10-3 X7;2,46;-0,91;0,09;e from Pebble;;;;;;;;;;;
F-10-3 X8;2,57;-0,34;0,08;Chuk;;;;;;;;;;;
F-10-3 X9;2,56;-0,69;0,09;ee;;;;;;;;;;;
F-10-4 X1;2,23;-0,05;-0,21;f l prox;;;;;;;;;;;
F-10-4 X10;2,71;-0,34;-0,22;f ll prox ;;;;;;;;;;;
F-10-4 X11;2,66;-0,29;-0,22;ee;;;;;;;;;;;
F-10-4 X12;2,83;-0,32;-0,22;f ll dist;;;;;;;;;;;
F-10-4 X13;2,84;-0,45;-0,24;Core on Pebble e l;;;;;;;;;;;
F-10-4 X14;2,75;-0,33;-0,24;Prismatic Core;;;;;;;;;;;
F-10-4 X15;2,81;-0,29;-0,22;f Raw Material;;;;;;;;;;;
F-10-4 X16;2,74;-0,28;-0,22;f Raw Material;;;;;;;;;;;
F-10-4 X17;2,84;-0,22;-0,21;Prismatic Core;;;;;;;;;;;
F-10-4 X18;2,9;-0,21;-0,21;f T2 obl;;;;;;;;;;;
F-10-4 X19;2,86;-0,13;-0,21;f;;;;;;;;;;;
F-10-4 X2;2,28;-0,07;-0,21;ee;;;;;;;;;;;
F-10-4 X20;2,81;-0,14;-0,22;ee;;;;;;;;;;;
F-10-4 X21;2,8;-0,2;-0,22;f ll dist;;;;;;;;;;;
F-10-4 X22;2,82;-0,24;-0,21;ee;;;;;;;;;;;
F-10-4 X23;2,85;-0,18;-0,21;ee;;;;;;;;;;;
F-10-4 X25;2,7;-0,98;-0,24;ee;;;;;;;;;;;
F-10-4 X26;2,6;-0,86;-0,24;Crested blade;;;;;;;;;;;
F-10-4 X27;2,57;-0,9;-0,25;f mes Crested blade;;;;;;;;;;;
F-10-4 X28;2,5;-0,75;-0,26;f ll mes;;;;;;;;;;;
F-10-4 X29;2,34;-0,8;-0,22;f ll prox ;;;;;;;;;;;
F-10-4 X3;2,47;-0,23;-0,2;f ll dist;;;;;;;;;;;
F-10-4 X30;2,95;-0,45;-0,21;Chunk;;;;;;;;;;;
F-10-4 X31;2,96;-0,48;-0,21;Chunk;Y;;;;;;;;;;
F-10-4 X32;2,76;-0,37;-0,22;ll;;;;;;;;;;;
F-10-4 X33;2,74;-0,37;-0,22;ll;Y;;;;;;;;;;
F-10-4 X34;2,69;-0,34;-0,21;ee;;;;;;;;;;;
F-10-4 X35;2,68;-0,38;-0,22;Decortication flake from Pebble;;;;;;;;;;;
F-10-4 X36;2,52;-0,55;-0,22;Chunk;Y;;;;;;;;;;
F-10-4 X37;2,43;-0,74;-0,26;ee;;;;;;;;;;;
F-10-4 X38;2,27;-0,33;-0,21;G1 carenato;;;;;;;;;;;
F-10-4 X39;2,38;-0,29;-0,22;Chunk;;;;;;;;;;;
F-10-4 X4;2,43;-0,45;-0,23;f;;;;;;;;;;;
F-10-4 X40;2,08;-0,32;-0,21;f;Y;;;;;;;;;;
F-10-4 X41;2,02;-0,33;-0,2;f ll dist;Y;;;;;;;;;;
F-10-4 X42;2,01;-0,28;-0,2;Crested blade l;;;;;;;;;;;
F-10-4 X43;2,04;-0,21;-0,2;f ll prox ;Y;;;;;;;;;;
F-10-4 X44;2,12;-0,24;-0,21;Crested blade;;;;;;;;;;;
F-10-4 X45;2,07;-0,1;-0,19;Chunk;Y;;;;;;;;;;
F-10-4 X46;2,06;-0,08;-0,2;Chunk;Y;;;;;;;;;;
F-10-4 X47;2,04;-0,08;-0,2;ee;;;;;;;;;;;
F-10-4 X48;2,01;-0,1;-0,2;Prismatic microcore;;;;;;;;;;;
F-10-4 X49;2,33;-0,05;-0,19;Chunk;Y;;;;;;;;;;
F-10-4 X5;2,5;-0,44;-0,23;f ;;;;;;;;;;;
F-10-4 X50;2,34;-0,04;-0,18;Core on flake fromPebble ;;;;;;;;;;;
F-10-4 X51;2,34;-0,02;-0,19;ee;;;;;;;;;;;
F-10-4 X52;2,35;-0,03;-0,19;Chunk;;;;;;;;;;;
F-10-4 X53;2,46;-0,02;-0,18;ee;;;;;;;;;;;
F-10-4 X54;2,49;-0,06;-0,2;ee;Y;;;;;;;;;;
F-10-4 X54.1;2,49;-0,06;-0,2;f ;;;;;;;;;;;
F-10-4 X55;2,49;-0,03;-0,21;ll;;;;;;;;;;;
F-10-4 X56;2,51;-0,01;-0,21;Crested blade unilateral sen;;;;;;;;;;;
F-10-4 X57;2,56;-0,01;-0,22;ee;;;;;;;;;;;
F-10-4 X59;2,58;-0,01;-0,22;ee;;;;;;;;;;;
F-10-4 X6;2,55;-0,55;-0,22;PD part;;;;;;;;;;;
F-10-4 X7;2,65;-0,49;-0,26;f;;;;;;;;;;;
F-10-4 X8;2,66;-0,43;-0,24;f;Y;;;;;;;;;;
F-10-4 X9;2,76;-0,44;-0,26;ll;;;;;;;;;;;
F-10-5 X1;2,02;-0,27;-0,26;e;;;;;;;;;;;
F-10-5 X10;2,49;-0,76;-0,29;Chunk;Y;;;;;;;;;;
F-10-5 X11;2,66;-0,4;-0,3;Plunging bladelet ;;;;;;;;;;;
F-10-5 X12;2,71;-0,34;-0,31;ee;;;;;;;;;;;
F-10-5 X13;2,8;-0,4;-0,29;l;;;;;;;;;;;
F-10-5 X14;2,88;-0,42;-0,28;e;;;;;;;;;;;
F-10-5 X15;2,93;-0,41;-0,27;ee;Y;;;;;;;;;;
F-10-5 X16;2,87;-0,39;-0,29;e;;;;;;;;;;;
F-10-5 X17;2,9;-0,4;-0,28;f ll prox;;;;;;;;;;;
F-10-5 X18;2,93;-0,36;-0,27;ee;;;;;;;;;;;
F-10-5 X19;2,79;-0,32;-0,29;ee;;;;;;;;;;;
F-10-5 X2;2,04;-0,21;-0,27;ee;;;;;;;;;;;
F-10-5 X20;2,85;-0,27;-0,29;f Pebble decortication e;;;;;;;;;;;
F-10-5 X21;2,86;-0,18;-0,28;f;Y;;;;;;;;;;
F-10-5 X22;2,99;-0,22;-0,26;ee;;;;;;;;;;;
F-10-5 X23;2,89;-0,07;-0,29;f ll prox ;Y;;;;;;;;;;
F-10-5 X24;2,94;-0,07;-0,29;chunk;;;;;;;;;;;
